"","Customer","Geographic indicator","Months with service","Age in years","Marital status","Years at current address","Household income in thousands","Level of education","Years with current employer","Retired","Gender","Number of people in household","Customer category","Toll free service","Equipment rental","Calling card service","Wireless service","Long distance last month","Toll free last month","Equipment last month","Calling card last month","Wireless last month","Long distance over tenure","Toll free over tenure","Equipment over tenure","Calling card over tenure","Wireless over tenure","Multiple lines","Voice mail","Paging service","Internet","Caller ID","Call waiting","Call forwarding","Three way calling","Electronic billing","churn"
"247","ID0247","Zone 2",64,38,"Unmarried",0,29,"Completed High School",2,"No","Male",2,"Category 2","Yes","No","Yes","No",17.5,15.5,0,16.75,0,1114.45,1141.55,0,1010,0,"Yes","No","No","No","No","No","No","No","No","No"
"248","ID0248","Zone 1",24,26,"Unmarried",7,55,"Completed High School",7,"No","Female",1,"Category 1","No","No","No","No",7.6,0,0,0,0,175.8,0,0,0,0,"No","No","No","No","No","Yes","No","No","No","No"
"249","ID0249","Zone 3",33,55,"Married",21,64,"Undergraduate",10,"No","Female",3,"Category 1","Yes","No","Yes","No",5.15,14.5,0,24.75,0,163.05,494.55,0,775,0,"No","No","No","No","No","No","Yes","Yes","No","No"
"250","ID0250","Zone 2",33,33,"Married",12,42,"Graduate",7,"No","Female",5,"Category 2","No","Yes","Yes","Yes",8.8,0,30.95,23,23.35,305.75,0,1019.15,730,665.35,"Yes","Yes","No","No","No","No","No","No","No","No"
"251","ID0251","Zone 1",2,40,"Unmarried",9,134,"Graduate",2,"No","Male",1,"Category 1","No","Yes","No","No",3.9,0,23.8,0,0,4.6,0,26.45,0,0,"No","No","No","Yes","No","No","No","No","Yes","Yes"
"252","ID0252","Zone 2",42,48,"Married",22,82,"Did Not Complete High School",21,"No","Female",5,"Category 4","Yes","No","Yes","No",9.3,25,0,17,0,459,1006.9,0,750,0,"Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","No"
"253","ID0253","Zone 1",52,54,"Married",5,153,"Doctorate",10,"No","Male",2,"Category 2","No","Yes","No","Yes",11.05,0,36.3,0,30.15,555.85,0,1816.65,0,1525.15,"Yes","Yes","No","Yes","Yes","No","No","No","Yes","Yes"
"254","ID0254","Zone 1",45,66,"Unmarried",43,144,"Completed High School",13,"No","Female",1,"Category 2","No","No","Yes","No",7.75,0,0,13,0,338.8,0,0,565,0,"Yes","No","No","Yes","No","No","No","No","No","No"
"255","ID0255","Zone 3",3,25,"Unmarried",4,22,"Graduate",0,"No","Male",2,"Category 4","No","Yes","Yes","No",2.85,0,28.25,19.5,0,7.5,0,48,30,0,"No","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes"
"256","ID0256","Zone 2",37,53,"Married",16,35,"Did Not Complete High School",16,"No","Female",4,"Category 3","No","No","No","No",21.3,0,0,0,0,788.25,0,0,0,0,"No","No","No","No","No","Yes","Yes","No","No","No"
"257","ID0257","Zone 2",28,57,"Unmarried",33,82,"Graduate",22,"No","Female",1,"Category 2","No","Yes","No","No",4.05,0,31.45,0,0,71.5,0,858.15,0,0,"Yes","Yes","No","Yes","No","No","Yes","No","Yes","Yes"
"258","ID0258","Zone 3",40,63,"Married",9,61,"Did Not Complete High School",22,"No","Male",2,"Category 1","No","No","Yes","No",10.9,0,0,41,0,470.9,0,0,1635,0,"No","No","No","No","No","No","No","No","No","No"
"259","ID0259","Zone 2",37,33,"Unmarried",1,102,"Completed High School",12,"No","Male",1,"Category 4","No","Yes","Yes","Yes",16.3,0,33.35,10.25,37.9,646.7,0,1108.05,360,1330.6,"Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","No"
"260","ID0260","Zone 3",7,27,"Unmarried",5,31,"Undergraduate",4,"No","Male",5,"Category 4","Yes","Yes","No","Yes",4.15,15,46.05,0,41.85,30.8,96.6,271.75,0,235.55,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes"
"261","ID0261","Zone 1",71,56,"Unmarried",23,170,"Did Not Complete High School",30,"No","Female",1,"Category 4","Yes","No","Yes","No",14.2,27,0,30,0,1001.2,1840.65,0,2140,0,"Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","No"
"262","ID0262","Zone 2",19,46,"Unmarried",11,26,"Completed High School",0,"No","Female",1,"Category 1","No","No","Yes","No",6.05,0,0,5,0,121.7,0,0,90,0,"No","No","No","Yes","No","Yes","No","Yes","Yes","No"
"263","ID0263","Zone 2",61,40,"Unmarried",15,85,"Undergraduate",15,"No","Female",1,"Category 3","Yes","No","Yes","No",13.65,29.25,0,22.75,0,831.15,1823.6,0,1310,0,"Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","No"
"264","ID0264","Zone 3",70,53,"Married",16,183,"Completed High School",35,"No","Female",2,"Category 2","No","No","Yes","No",32.9,0,0,15,0,2234.9,0,0,1085,0,"Yes","No","No","No","No","No","No","No","No","No"
"265","ID0265","Zone 2",60,55,"Married",13,67,"Did Not Complete High School",18,"No","Female",2,"Category 1","No","No","Yes","No",10.75,0,0,14.75,0,697.7,0,0,925,0,"No","No","No","No","No","No","No","No","No","No"
"266","ID0266","Zone 3",48,45,"Married",5,42,"Did Not Complete High School",11,"No","Female",2,"Category 1","No","No","No","No",9.25,0,0,0,0,435.6,0,0,0,0,"No","No","No","No","No","Yes","No","No","No","No"
"267","ID0267","Zone 1",8,63,"Married",1,31,"Did Not Complete High School",9,"No","Male",2,"Category 3","Yes","No","Yes","No",2.25,13.75,0,11.25,0,16.8,102.55,0,80,0,"No","No","No","No","Yes","No","Yes","Yes","No","No"
"268","ID0268","Zone 2",58,58,"Married",10,96,"Completed High School",17,"No","Male",4,"Category 3","Yes","No","No","No",12.5,23,0,0,0,710.8,1345.95,0,0,0,"Yes","No","No","No","Yes","Yes","No","Yes","No","No"
"269","ID0269","Zone 1",16,24,"Married",5,24,"Undergraduate",2,"No","Male",5,"Category 3","No","No","Yes","No",9.4,0,0,14.75,0,124.2,0,0,215,0,"No","No","No","No","Yes","Yes","Yes","No","No","No"
"270","ID0270","Zone 2",33,33,"Unmarried",4,53,"Completed High School",14,"No","Female",1,"Category 1","No","No","No","No",5.05,0,0,0,0,145.85,0,0,0,0,"No","No","No","No","Yes","No","No","No","No","No"
"271","ID0271","Zone 2",39,25,"Unmarried",4,18,"Did Not Complete High School",0,"No","Female",1,"Category 3","No","No","No","No",6.75,0,0,0,0,242.7,0,0,0,0,"Yes","No","No","No","Yes","Yes","No","Yes","No","No"
"272","ID0272","Zone 1",62,51,"Unmarried",10,43,"Graduate",19,"No","Male",2,"Category 2","No","Yes","Yes","Yes",27.15,0,42.7,17,41.15,1632.4,0,2583.85,1015,2521.05,"Yes","No","Yes","Yes","Yes","No","No","No","Yes","No"
"273","ID0273","Zone 1",50,34,"Unmarried",10,104,"Undergraduate",9,"No","Male",1,"Category 4","Yes","Yes","Yes","Yes",27.5,21.75,52.1,20.25,47.9,1444.45,1219.55,2568.4,960,2368.4,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No"
"274","ID0274","Zone 2",48,55,"Unmarried",31,26,"Did Not Complete High School",1,"No","Male",1,"Category 1","No","No","No","No",12.15,0,0,0,0,606.1,0,0,0,0,"No","No","No","No","No","No","No","No","No","No"
"275","ID0275","Zone 3",31,62,"Unmarried",5,56,"Completed High School",26,"No","Female",1,"Category 3","Yes","No","Yes","No",4.3,22.25,0,13.75,0,123.5,744.45,0,435,0,"No","Yes","No","No","Yes","Yes","Yes","Yes","No","No"
"276","ID0276","Zone 2",65,33,"Married",9,49,"Completed High School",6,"No","Male",5,"Category 2","Yes","No","Yes","No",42.9,17.25,0,17.5,0,2706.8,1094.1,0,1190,0,"Yes","No","No","No","No","No","Yes","No","No","No"
"277","ID0277","Zone 1",36,58,"Unmarried",34,80,"Did Not Complete High School",21,"No","Female",1,"Category 2","No","No","Yes","No",8.5,0,0,8.5,0,298.25,0,0,260,0,"Yes","No","No","No","No","Yes","No","No","No","No"
"278","ID0278","Zone 1",61,46,"Unmarried",5,318,"Undergraduate",18,"No","Female",1,"Category 3","Yes","No","Yes","No",28.9,39.25,0,84.75,0,1796.7,2442.75,0,5115,0,"Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No"
"279","ID0279","Zone 2",48,42,"Unmarried",21,35,"Graduate",5,"No","Male",1,"Category 3","No","No","No","No",12.9,0,0,0,0,589.35,0,0,0,0,"Yes","No","No","No","No","Yes","Yes","No","No","No"
"280","ID0280","Zone 3",35,45,"Unmarried",17,29,"Did Not Complete High School",6,"No","Male",1,"Category 1","No","No","No","No",8.4,0,0,0,0,300.35,0,0,0,0,"No","No","No","No","No","No","Yes","No","No","No"
"281","ID0281","Zone 1",51,28,"Unmarried",8,43,"Doctorate",1,"No","Male",5,"Category 4","Yes","Yes","Yes","Yes",11.15,35,77.7,20,80.35,623,1920.5,3925.5,955,4059.9,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No"
"282","ID0282","Zone 2",49,51,"Married",5,80,"Doctorate",3,"No","Male",2,"Category 4","No","Yes","Yes","Yes",5.75,0,51.75,36,36.7,285.4,0,2435.35,1810,1679.45,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No"
"283","ID0283","Zone 1",35,39,"Married",11,30,"Undergraduate",2,"No","Female",3,"Category 3","Yes","No","No","No",6.85,27.75,0,0,0,224.85,929.95,0,0,0,"No","No","Yes","No","No","No","Yes","Yes","No","No"
"284","ID0284","Zone 1",58,70,"Unmarried",2,9,"Undergraduate",24,"Yes","Female",1,"Category 2","No","Yes","Yes","Yes",23.3,0,48.35,29.75,35.15,1384.45,0,2632.4,1730,1975.7,"Yes","No","No","Yes","No","No","No","Yes","No","No"
"285","ID0285","Zone 1",23,35,"Married",0,23,"Completed High School",1,"No","Male",5,"Category 3","No","No","No","No",6.7,0,0,0,0,153.9,0,0,0,0,"No","No","No","No","Yes","No","Yes","Yes","No","No"
"286","ID0286","Zone 2",26,39,"Married",15,58,"Graduate",9,"No","Female",2,"Category 3","Yes","No","Yes","Yes",8.65,21.25,0,6.5,19.65,210.6,567.55,0,145,493.85,"No","No","No","Yes","Yes","No","Yes","Yes","No","No"
"287","ID0287","Zone 1",38,37,"Married",1,52,"Did Not Complete High School",20,"No","Female",4,"Category 4","Yes","No","Yes","Yes",12.2,41.5,0,18.75,54.4,532.55,1686.3,0,705,2051.1,"Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No"
"288","ID0288","Zone 1",35,66,"Married",44,14,"Undergraduate",12,"Yes","Female",2,"Category 3","Yes","No","No","No",4.7,31,0,0,0,202.5,1135,0,0,0,"No","No","No","No","Yes","Yes","Yes","Yes","No","No"
"289","ID0289","Zone 2",37,50,"Unmarried",9,110,"Completed High School",21,"No","Female",1,"Category 3","Yes","No","Yes","No",9.65,28.5,0,11.25,0,364.05,992.4,0,375,0,"No","No","No","No","Yes","Yes","Yes","Yes","No","No"
"290","ID0290","Zone 2",48,43,"Married",1,60,"Completed High School",12,"No","Male",2,"Category 2","Yes","Yes","Yes","No",15.5,19.25,29.6,31.5,0,719.7,905.15,1500.75,1495,0,"Yes","No","No","No","No","Yes","No","No","No","No"
"291","ID0291","Zone 3",13,43,"Married",1,123,"Undergraduate",21,"No","Male",5,"Category 4","Yes","Yes","Yes","No",3.85,23,33.05,6.75,0,55.05,317.5,439.3,75,0,"No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","No"
"292","ID0292","Zone 1",72,63,"Married",29,15,"Doctorate",31,"Yes","Male",2,"Category 3","No","No","Yes","No",20.6,0,0,31.25,0,1547.45,0,0,2180,0,"Yes","No","No","No","No","No","Yes","Yes","No","No"
"293","ID0293","Zone 1",30,27,"Unmarried",4,47,"Graduate",2,"No","Female",2,"Category 2","No","No","Yes","No",10.75,0,0,21.25,0,296.9,0,0,600,0,"Yes","No","No","Yes","No","No","No","No","No","No"
"294","ID0294","Zone 1",24,43,"Unmarried",14,138,"Graduate",11,"No","Female",1,"Category 3","Yes","No","Yes","Yes",6.65,20.25,0,8,24.65,130.6,445.6,0,180,551.15,"Yes","No","No","Yes","Yes","Yes","No","Yes","No","No"
"295","ID0295","Zone 2",25,51,"Married",20,359,"Undergraduate",29,"No","Male",2,"Category 4","Yes","Yes","Yes","Yes",5.75,27.5,39.2,40.5,21.4,163.75,676.15,881.45,975,475.55,"No","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No"
"296","ID0296","Zone 2",50,52,"Unmarried",30,214,"Undergraduate",22,"No","Male",1,"Category 4","Yes","Yes","Yes","Yes",11.5,26.25,40.7,12,48.3,610.35,1287.7,1943,530,2412.75,"Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No"
"297","ID0297","Zone 2",28,40,"Unmarried",7,64,"Did Not Complete High School",19,"No","Male",1,"Category 3","Yes","No","No","No",6,27.5,0,0,0,167.65,722.5,0,0,0,"No","No","No","No","Yes","No","No","Yes","No","No"
"298","ID0298","Zone 3",34,51,"Unmarried",8,50,"Graduate",14,"No","Male",1,"Category 1","No","No","Yes","No",16.15,0,0,15.75,0,531.35,0,0,480,0,"No","Yes","No","No","No","No","No","No","Yes","No"
"299","ID0299","Zone 1",48,32,"Unmarried",2,88,"Undergraduate",9,"No","Male",1,"Category 4","Yes","No","Yes","Yes",6.15,33.75,0,29.75,44.75,307.65,1603.8,0,1390,2119.35,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No"
"300","ID0300","Zone 2",42,36,"Married",8,86,"Completed High School",15,"No","Female",2,"Category 2","No","Yes","No","No",9.8,0,30.6,0,0,436.45,0,1222.3,0,0,"Yes","No","No","No","No","No","No","No","No","No"
"301","ID0301","Zone 3",67,65,"Married",30,17,"Did Not Complete High School",29,"Yes","Female",2,"Category 3","Yes","No","Yes","No",21.7,26.25,0,12,0,1384.05,1721.25,0,785,0,"Yes","No","No","No","Yes","No","Yes","No","No","No"
"302","ID0302","Zone 1",17,41,"Married",7,25,"Completed High School",17,"No","Male",3,"Category 3","No","Yes","No","No",6.45,0,29,0,0,114.3,0,449.95,0,0,"No","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes"
"303","ID0303","Zone 1",29,38,"Married",19,46,"Completed High School",6,"No","Male",2,"Category 2","No","Yes","No","No",8.35,0,22.95,0,0,248.6,0,584.9,0,0,"Yes","No","No","No","No","No","No","No","Yes","Yes"
"304","ID0304","Zone 3",66,61,"Unmarried",26,361,"Did Not Complete High School",40,"No","Female",1,"Category 2","No","No","Yes","No",12.75,0,0,38.5,0,782,0,0,2615,0,"Yes","No","No","No","No","No","No","Yes","No","No"
"305","ID0305","Zone 2",1,21,"Unmarried",1,18,"Undergraduate",0,"No","Female",1,"Category 1","No","Yes","No","No",2.7,0,32.7,0,0,2.7,0,32.7,0,0,"No","No","No","Yes","No","No","No","Yes","Yes","Yes"
"306","ID0306","Zone 1",28,33,"Married",3,14,"Graduate",1,"No","Male",3,"Category 4","Yes","Yes","No","Yes",4.55,15.75,33,0,23.95,145.95,504.9,869.85,0,618.65,"Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes"
"307","ID0307","Zone 1",15,35,"Married",5,34,"Undergraduate",8,"No","Male",2,"Category 2","No","Yes","No","No",5.15,0,25.55,0,0,110.55,0,350.25,0,0,"Yes","No","No","Yes","No","No","No","No","Yes","Yes"
"308","ID0308","Zone 2",12,64,"Unmarried",13,9,"Completed High School",6,"Yes","Female",1,"Category 3","Yes","Yes","Yes","No",3.8,30,32.8,8.5,0,52.85,317.75,376.6,95,0,"No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"309","ID0309","Zone 3",48,49,"Unmarried",18,39,"Completed High School",5,"No","Female",1,"Category 4","Yes","Yes","Yes","Yes",7,24.5,42.8,23.5,30.75,399.75,1229.6,2099.35,1140,1394.5,"Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No"
"310","ID0310","Zone 2",59,25,"Married",4,18,"Undergraduate",2,"No","Male",4,"Category 1","No","Yes","Yes","No",20.1,0,32.55,22.75,0,1251.4,0,1882.65,1415,0,"No","No","No","No","No","No","No","No","No","No"
"311","ID0311","Zone 3",8,26,"Married",1,25,"Graduate",1,"No","Male",2,"Category 1","No","Yes","No","No",3.15,0,20.05,0,0,29.9,0,138.4,0,0,"No","No","No","Yes","No","No","No","No","Yes","Yes"
"312","ID0312","Zone 1",45,52,"Unmarried",15,46,"Doctorate",8,"No","Female",1,"Category 2","No","No","Yes","No",9.4,0,0,8.75,0,402.1,0,0,395,0,"Yes","No","No","No","No","No","No","No","Yes","No"
"313","ID0313","Zone 1",25,39,"Married",8,94,"Graduate",11,"No","Female",4,"Category 2","No","Yes","No","No",3.95,0,30.75,0,0,95.2,0,681.2,0,0,"Yes","No","No","No","No","No","No","No","No","Yes"
"314","ID0314","Zone 1",21,44,"Married",4,26,"Undergraduate",2,"No","Male",2,"Category 4","Yes","Yes","Yes","Yes",7.55,41,42.35,23.5,35.75,160.65,863.3,890.75,485,702.95,"No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No"
"315","ID0315","Zone 2",17,68,"Married",1,335,"Did Not Complete High School",35,"No","Female",3,"Category 4","Yes","No","Yes","Yes",3.55,18.75,0,29.25,27.9,70.25,285.9,0,525,422.85,"No","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No"
"316","ID0316","Zone 2",41,45,"Unmarried",14,25,"Undergraduate",6,"No","Male",1,"Category 1","No","Yes","Yes","Yes",7.8,0,42.4,14,23.2,370.8,0,1675.7,535,945.3,"No","No","No","Yes","No","No","Yes","Yes","Yes","No"
"317","ID0317","Zone 1",13,45,"Married",3,99,"Undergraduate",8,"No","Female",2,"Category 3","No","No","Yes","No",8.7,0,0,23.75,0,103.4,0,0,240,0,"No","Yes","No","Yes","Yes","No","Yes","No","No","No"
"318","ID0318","Zone 2",1,26,"Married",3,30,"Completed High School",7,"No","Female",5,"Category 1","No","Yes","No","No",1.05,0,15.4,0,0,1.05,0,15.4,0,0,"No","No","No","No","No","No","No","No","Yes","Yes"
"319","ID0319","Zone 3",3,31,"Married",4,35,"Completed High School",2,"No","Female",3,"Category 4","Yes","Yes","No","Yes",4.35,12.75,34.05,0,21.5,11,30.2,75.3,0,28.5,"No","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes"
"320","ID0320","Zone 1",23,27,"Married",2,51,"Doctorate",1,"No","Female",2,"Category 1","No","Yes","No","No",3.9,0,24.15,0,0,94.95,0,574.35,0,0,"No","Yes","No","No","No","No","No","No","No","Yes"
"321","ID0321","Zone 3",26,42,"Unmarried",20,49,"Undergraduate",13,"No","Male",1,"Category 4","Yes","Yes","Yes","Yes",3.5,25,43.65,24.5,27.7,82.3,638.1,1054.4,625,633.4,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No"
"322","ID0322","Zone 1",37,51,"Married",15,54,"Did Not Complete High School",15,"No","Male",3,"Category 3","Yes","No","Yes","No",9.55,16.5,0,8.25,0,323.65,614.15,0,225,0,"Yes","No","No","No","No","Yes","No","Yes","No","No"
"323","ID0323","Zone 3",5,30,"Unmarried",3,46,"Graduate",7,"No","Male",1,"Category 2","No","Yes","No","No",4.3,0,32.1,0,0,17.55,0,121.55,0,0,"Yes","No","No","Yes","No","No","No","No","Yes","Yes"
"324","ID0324","Zone 1",32,27,"Married",3,91,"Graduate",1,"No","Female",3,"Category 4","Yes","Yes","Yes","Yes",5.5,16,42.65,3.75,41.3,189.05,543.15,1247.3,100,1269.1,"No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No"
"325","ID0325","Zone 3",12,22,"Unmarried",1,23,"Graduate",0,"No","Male",2,"Category 1","No","No","No","No",4.05,0,0,0,0,33.75,0,0,0,0,"No","No","No","No","No","No","Yes","No","No","No"
"326","ID0326","Zone 1",72,54,"Married",6,345,"Did Not Complete High School",32,"No","Male",2,"Category 3","No","No","Yes","No",75.45,0,0,18.25,0,5464.6,0,0,1305,0,"Yes","No","No","No","No","Yes","No","Yes","No","No"
"327","ID0327","Zone 3",3,25,"Married",2,45,"Graduate",0,"No","Female",2,"Category 1","Yes","Yes","No","No",3,15.75,31.15,0,0,9.15,53.05,87.6,0,0,"No","No","No","Yes","No","No","No","No","Yes","Yes"
"328","ID0328","Zone 1",54,43,"Unmarried",12,53,"Completed High School",12,"No","Male",1,"Category 3","Yes","No","Yes","No",14.35,32.25,0,16.75,0,775.9,1749.4,0,845,0,"Yes","No","No","No","Yes","Yes","Yes","Yes","No","No"
"329","ID0329","Zone 2",26,26,"Unmarried",2,14,"Completed High School",6,"No","Female",1,"Category 4","Yes","Yes","No","Yes",7.8,36.5,38.7,0,27.9,204.25,884.2,914.5,0,764.55,"Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes"
"330","ID0330","Zone 3",14,36,"Unmarried",13,67,"Doctorate",4,"No","Female",1,"Category 1","No","Yes","No","No",14.05,0,25.1,0,0,187.4,0,303.6,0,0,"No","No","No","Yes","No","Yes","No","No","No","No"
"331","ID0331","Zone 3",22,51,"Unmarried",27,49,"Undergraduate",1,"No","Male",1,"Category 1","No","Yes","Yes","No",9,0,30.45,17.5,0,150.7,0,649.1,370,0,"No","No","Yes","No","No","No","Yes","No","Yes","No"
"332","ID0332","Zone 3",65,47,"Married",18,37,"Did Not Complete High School",15,"No","Female",4,"Category 1","No","No","Yes","No",19.05,0,0,14,0,1174.6,0,0,900,0,"No","No","No","No","No","No","No","No","No","No"
"333","ID0333","Zone 3",26,45,"Unmarried",18,33,"Did Not Complete High School",9,"No","Male",1,"Category 1","Yes","No","Yes","No",9.6,24.25,0,11.25,0,285.35,563.5,0,295,0,"No","No","No","No","No","No","No","Yes","No","No"
"334","ID0334","Zone 1",20,37,"Unmarried",5,46,"Undergraduate",10,"No","Female",4,"Category 4","No","Yes","Yes","Yes",4.9,0,44.6,6.25,41.35,91.55,0,878,90,815.8,"Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No"
"335","ID0335","Zone 2",67,60,"Married",32,93,"Did Not Complete High School",21,"No","Male",4,"Category 2","No","Yes","Yes","No",18.85,0,32,42.75,0,1200.7,0,2189.8,2665,0,"Yes","No","No","No","No","No","No","No","Yes","No"
"336","ID0336","Zone 1",34,55,"Unmarried",2,48,"Completed High School",11,"No","Male",1,"Category 1","No","No","No","No",4.25,0,0,0,0,143.35,0,0,0,0,"No","No","No","No","No","No","No","No","No","No"
"337","ID0337","Zone 1",37,54,"Married",35,183,"Completed High School",22,"No","Male",3,"Category 3","Yes","No","Yes","No",7.3,20.5,0,7.5,0,257.6,769.4,0,260,0,"No","No","No","No","Yes","Yes","No","Yes","No","No"
"338","ID0338","Zone 2",22,23,"Married",3,16,"Did Not Complete High School",5,"No","Male",4,"Category 1","No","No","Yes","No",5.4,0,0,8.5,0,120.4,0,0,205,0,"No","No","No","No","No","No","No","No","No","No"
"339","ID0339","Zone 2",5,69,"Unmarried",0,11,"Completed High School",14,"Yes","Male",1,"Category 1","Yes","No","Yes","No",6.65,9.75,0,8,0,35.2,44.8,0,30,0,"No","No","No","No","No","No","No","No","No","No"
"340","ID0340","Zone 1",28,31,"Married",0,42,"Graduate",5,"No","Female",3,"Category 3","Yes","No","No","No",12.25,23.75,0,0,0,373.8,674.5,0,0,0,"Yes","No","No","No","Yes","No","No","Yes","No","No"
"341","ID0341","Zone 1",20,41,"Married",7,67,"Graduate",14,"No","Female",4,"Category 1","No","No","No","No",7.25,0,0,0,0,149.1,0,0,0,0,"No","No","No","No","No","No","No","No","No","No"
"342","ID0342","Zone 3",72,41,"Unmarried",20,181,"Graduate",12,"No","Male",1,"Category 4","Yes","Yes","Yes","Yes",27.3,23.25,69.4,7.75,52.4,1963.95,1645.8,4980.8,520,3790.55,"Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No"
"343","ID0343","Zone 2",30,43,"Unmarried",18,53,"Graduate",6,"No","Male",1,"Category 1","No","Yes","No","No",7,0,26.8,0,0,232.9,0,738.9,0,0,"No","No","No","Yes","No","No","No","Yes","Yes","Yes"
"344","ID0344","Zone 3",71,52,"Unmarried",17,172,"Completed High School",32,"No","Male",1,"Category 4","Yes","Yes","Yes","Yes",49.25,41.5,50.9,27.25,68.1,3599.3,3015.6,3469.15,1850,4828.2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No"
"345","ID0345","Zone 2",56,44,"Unmarried",24,87,"Completed High School",19,"No","Male",1,"Category 3","Yes","No","Yes","No",14.75,42.25,0,16.25,0,822.25,2396.65,0,830,0,"No","No","No","No","Yes","Yes","Yes","Yes","No","No"
"346","ID0346","Zone 1",8,29,"Married",2,21,"Doctorate",0,"No","Male",2,"Category 1","No","Yes","No","No",4.15,0,24.3,0,0,39.7,0,167.05,0,0,"No","No","No","No","No","No","No","No","No","Yes"
"347","ID0347","Zone 2",32,65,"Unmarried",6,9,"Completed High School",30,"Yes","Female",1,"Category 2","No","No","No","No",6.25,0,0,0,0,201.35,0,0,0,0,"Yes","No","No","Yes","No","No","No","No","Yes","No"
"348","ID0348","Zone 2",46,47,"Unmarried",22,144,"Undergraduate",22,"No","Female",2,"Category 3","Yes","No","No","No",3.5,28.25,0,0,0,179.95,1284.55,0,0,0,"No","No","No","No","No","Yes","Yes","Yes","No","No"
"349","ID0349","Zone 3",60,45,"Married",23,117,"Graduate",11,"No","Male",3,"Category 4","Yes","Yes","Yes","Yes",12.4,28,51.7,19.5,52.9,755.7,1721.25,3035.75,1135,3094.65,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No"
"350","ID0350","Zone 2",42,32,"Married",0,59,"Graduate",4,"No","Female",6,"Category 4","Yes","Yes","Yes","Yes",16.7,38.25,53.45,22.75,72.6,681.5,1676.2,2253.95,880,2805.75,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No"
"351","ID0351","Zone 3",71,60,"Married",39,508,"Graduate",35,"No","Male",4,"Category 4","Yes","No","Yes","No",23.55,48.25,0,21,0,1665.6,3474.05,0,1465,0,"Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No"
"352","ID0352","Zone 2",72,63,"Married",40,222,"Completed High School",43,"Yes","Female",2,"Category 3","Yes","No","Yes","No",81.55,62.25,0,15.5,0,5988.5,4439.25,0,1150,0,"Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","No"
"353","ID0353","Zone 3",45,66,"Unmarried",11,87,"Undergraduate",25,"Yes","Female",1,"Category 1","No","No","Yes","No",6.05,0,0,21.25,0,306.9,0,0,880,0,"No","No","No","No","Yes","No","No","No","No","No"
"354","ID0354","Zone 3",5,31,"Unmarried",4,34,"Did Not Complete High School",9,"No","Male",1,"Category 3","Yes","Yes","Yes","Yes",1.6,17.25,31.1,12.75,19.85,6.15,78.85,128.95,60,69.9,"No","Yes","No","No","Yes","Yes","Yes","Yes","No","No"
"355","ID0355","Zone 2",17,38,"Married",19,18,"Graduate",0,"No","Female",4,"Category 2","No","No","No","No",8.55,0,0,0,0,162.25,0,0,0,0,"Yes","No","No","No","No","No","No","No","No","No"
"356","ID0356","Zone 2",70,55,"Unmarried",12,65,"Undergraduate",24,"No","Male",1,"Category 3","Yes","No","Yes","No",26.7,42.75,0,20.5,0,1874.25,2921.35,0,1465,0,"Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No"
"357","ID0357","Zone 3",57,57,"Married",19,130,"Undergraduate",27,"No","Female",2,"Category 2","No","Yes","Yes","No",13.55,0,30.65,12.75,0,849,0,1761.4,685,0,"Yes","No","No","Yes","No","No","No","No","Yes","No"
